id,entity_id,category_id,,,,,,,
,535,,#N/A,#N/A,TEPUEL SRL,www.unelen.com.ar,"Confección de prendas de vestir n.c.p., excepto prendas de piel, cuero y de punto",Venta al por menor de prendas y accesorios de vestir n.c.p.,
,536,,#N/A,#N/A,VIRA OFFIS SA,www.viraoffis.com.ar,"Confección de prendas de vestir n.c.p., excepto prendas de piel, cuero y de punto",Fabricación de productos textiles n.c.p.,
,537,,#N/A,#N/A,FUNDICAR SA,www.dobleg.com,"Fabricación de partes, piezas y accesorios para vehículos automotores y sus motores n.c.p.",,
,538,,#N/A,#N/A,TODO ECO SOCIEDAD ANONIMA,,"Fabricación de artículos confeccionados de materiales textiles n.c.p., excepto prendas de vestir",Fabricación de bolsas de materiales textiles para productos a granel,
,539,,#N/A,#N/A,INDUSTRIA DE PACKAGING COMPLEJOS SA,www.ipcflex.com,"Impresión n.c.p., excepto de diarios y revistas",Fabricación de envases plásticos,
,540,,#N/A,#N/A,SACERDOTI SA,www.sacerdoti.com.ar,"Impresión n.c.p., excepto de diarios y revistas",,
,541,,#N/A,#N/A,LYON DOR SA,www.lyondor.com.ar,Fabricación de medias,,
,542,,#N/A,#N/A,TUR MEC SRL,,Fabricación de implementos de uso agropecuario,Fabricación de productos metálicos de tornería y/o matricería,
,543,,#N/A,#N/A,PHES SRL,www.phessrl.com.ar,"Fabricación de aparatos de uso doméstico n.c.p. (Incluye enceradoras, pulidoras, batidoras, licuadoras y similares)",Venta al por mayor de materiales y productos de limpieza,
,544,,#N/A,#N/A,AUTOMATISMO SRL,www.automatismosrl.com.ar,"Fabricación de aparatos de uso doméstico n.c.p. (Incluye enceradoras, pulidoras, batidoras, licuadoras y similares)","Venta al por mayor de muebles e instalaciones para la industria, el comercio y los servicios n.c.p.",
,545,,#N/A,#N/A,MIXDEAL SA,www.mixdeal.com.ar,"Fabricación de aparatos de uso doméstico n.c.p. (Incluye enceradoras, pulidoras, batidoras, licuadoras y similares)",Venta al por mayor de artículos de iluminación,
,546,,#N/A,#N/A,A TODO TARRO SRL,www.atodotarro.arnetbiz.com.ar,Fabricación de envases metálicos,,
,547,,#N/A,#N/A,DECORMEC SA,www.decormec.com.ar,Fabricación de maquinaria y equipo de uso especial n.c.p.,Edición n.c.p.,
,548,,#N/A,#N/A,METALURGICA GERBAUDO SA,www.gerbaudosa.com.ar,Fabricación de productos metálicos de tornería y/o matricería,Fabricación de productos elaborados de metal n.c.p.,
,549,,#N/A,#N/A,GRUPO ALQUA SRL,www.elece.com.ar,Fabricación de productos elaborados de metal n.c.p.,,
,550,,#N/A,#N/A,ONEMAR SA,www.onemar.com.ar,"Corte, tallado y acabado de la piedra (Incluye mármoles y granitos, etc.)","Cría de ganado bovino, excepto la realizada en cabañas y para la producción de leche (Incluye: ganado bubalino)",
,551,,#N/A,#N/A,EIC INGENIERIA SRL,www.eicingenieria.com.ar,Fabricación de maquinaria y equipo de uso especial n.c.p.,"Construcción, reforma y reparación de edificios no residenciales (Incluye construcción, reforma y r",
,552,,#N/A,#N/A,SCARPATI HERMANOS SRL,www.scarpatihnos.com,Fabricación de maquinaria y equipo de uso especial n.c.p.,"Venta al por mayor de máquinas, equipos e implementos de uso en la elaboración de alimentos, bebidas y tabaco (Incluye máquinas para moler, picar y cocer alimentos, fabricadora de pastas, bateas, enfriadoras y envasadoras de bebidas, etc.)",
,553,,#N/A,#N/A,LOPEZ HNOS SRL,www.lopezhnos.com.ar,Fabricación de maquinaria y equipo de uso especial n.c.p.,Cultivo de maíz,
,554,,#N/A,#N/A,MIRBLA SA,www.mirbla-sa.com.ar,Fabricación de maquinaria y equipo de uso especial n.c.p.,Fabricación de bombas 2,
,555,,#N/A,#N/A,ABERTURAS ALEMANAS SA,,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",Fabricación de carpintería metálica,
,556,,#N/A,#N/A,KARVEL SA,,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",,
,557,,#N/A,#N/A,ALONSO DIEGO AGUSTIN Y ALONSO NATALIA SUSANA SOC LEY 19550 CAPI SECCIV,www.deltaplast.com.ar,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles","Venta al por mayor de productos intermedios, desperdicios y desechos n.c.p.",
,558,,#N/A,#N/A,RINALPLAST SRL,,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",,
,559,,#N/A,#N/A,FADECAP SA,www.fadecap.com.ar,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",Fabricación de materias plásticas en formas primarias n.c.p.,
,560,,#N/A,#N/A,ITALPLAST ARGENTINA SA,www.italplastargentina.com.ar,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles","Instalación, ejecución y mantenimiento de instalaciones eléctricas, electromecánicas y electrónicas n.c.p. (Incluye la instalación de antenas, pararrayos, sistemas de alarmas contra incendios y robos, sistemas de telecomunicación, etc.)",
,561,,#N/A,#N/A,P T MANUFACTURAS SRL,,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",,
,562,,#N/A,#N/A,P M PLASTICOS SRL,www.pmplasticos.com.ar,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",,
,563,,#N/A,#N/A,ENRICO Y BREDICE SA,,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",,
,564,,#N/A,#N/A,INTERPLAST SA,www.interplastsa.com.ar,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles","Industrias manufactureras n.c.p. (Incluye fabricación de paraguas, termos, pelucas, etc.)",
,565,,#N/A,#N/A,INDUSTRIAS QUIMICAS DEL SUR SA,www.industriasquimicas.com.ar,"Fabricación de preparados para limpieza, pulido y saneamiento",Servicio de transporte automotor de mercaderías y sustancias peligrosas,
,566,,#N/A,#N/A,ÑIRE SRL,,Elaboración de hormigón,"Movimiento de suelos y preparación de terrenos para obras (Incluye el drenaje, excavación de zanjas",
,567,,#N/A,#N/A,DAMFER SRL,www.tournet.com.ar,"Fabricación de aparatos de uso doméstico n.c.p. (Incluye enceradoras, pulidoras, batidoras, licuadoras y similares)","Venta al por mayor de artículos de ferretería y materiales eléctricos (Incluye la venta de clavos, cerraduras, cable coaxil, etc.)",
,568,,#N/A,#N/A,CAMPOMAQ SA,,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",,
,569,,#N/A,#N/A,IMPECSA SRL,www.impec.com.ar,"Fabricación de preparados para limpieza, pulido y saneamiento","Servicios de depuración de aguas residuales, alcantarillado y cloacas",
,570,,#N/A,#N/A,FAIC SA,www.faicsa.com,"Fabricación de partes, piezas y accesorios para vehículos automotores y sus motores n.c.p.",,
,571,,#N/A,#N/A,CHAPAS ORONO SA,www.chapasoro.com.ar,Fabricación de materias plásticas en formas primarias n.c.p.,Venta al por mayor de artículos para la construcción n.c.p. (No incluye artículos y materiales de demolición: 466990),
,572,,#N/A,#N/A,SINJIN TEX SAN LUIS SA,www.sinjin-tex.com.ar,Fabricación de tejidos de punto,Acabado de productos textiles,
,573,,#N/A,#N/A,ARGENFRIO SAIC,www.argenfrio.com.ar,Fabricación de maquinaria metalúrgica,Instalación de maquinaria y equipos industriales,
,574,,#N/A,#N/A,CRISYS INGENIERIA SRL,www.crisys.com.ar,"Fabricación de maquinaria y equipo de uso general n.c.p. (Incluye la fabricación de equipos de aire acondicionado, matafuegos, etc.)","Fabricación de aparatos de uso doméstico n.c.p. (Incluye enceradoras, pulidoras, batidoras, licuadoras y similares)",
,575,,#N/A,#N/A,REFRIGERACION INTEGRAL SRL,,"Fabricación de maquinaria y equipo de uso general n.c.p. (Incluye la fabricación de equipos de aire acondicionado, matafuegos, etc.)",,
,576,,#N/A,#N/A,ULLER SRL,www.uller.com.ar,"Fabricación de maquinaria y equipo de uso general n.c.p. (Incluye la fabricación de equipos de aire acondicionado, matafuegos, etc.)","Aislamiento térmico, acústico, hídrico y antivibratorio",
,577,,#N/A,#N/A,CANAVESE MAQUINAS SRL,www.canavese.com.ar,"Fabricación de maquinaria y equipo de uso general n.c.p. (Incluye la fabricación de equipos de aire acondicionado, matafuegos, etc.)","Venta al por mayor de máquinas, equipo y materiales conexos n.c.p.",
,578,,#N/A,#N/A,MOVIMIENTOS Y ELEVACION DE CARGAS SA,www.cinflex.com.ar,"Fabricación de maquinaria y equipo de uso general n.c.p. (Incluye la fabricación de equipos de aire acondicionado, matafuegos, etc.)","Construcción de obras de ingeniería civil n.c.p. (Incluye los trabajos generales de construcción para la minería y la industria, de centrales eléctricas y nucleares, excavaciones de sepulturas, etc.)",
,579,,#N/A,#N/A,WEBCOM SA,www.oxfordtextil.com.ar,"Confección de prendas de vestir n.c.p., excepto prendas de piel, cuero y de punto","Venta al por menor de calzado, excepto el ortopédico y el deportivo (No incluye almacenes de suelas 464142)",
,580,,#N/A,#N/A,MULTILABEL ARGENTINA SA,www.multilabel.com,Fabricación de artículos de papel y cartón n.c.p. (No incluye el papel de lija: 239900),,
,581,,#N/A,#N/A,MILERPRINT SRL,www.milerprint.com,"Industrias manufactureras n.c.p. (Incluye fabricación de paraguas, termos, pelucas, etc.)","Venta al por menor de artículos nuevos n.c.p. (Incluye la venta realizada en casas de regalos, de artesanías, pelucas, de artículos religiosos -santerías-, recarga de matafuegos, etc.)",
,582,,#N/A,#N/A,M Y D SILOS SA,www.hotmail.es,"Fabricación de maquinaria y equipo de uso general n.c.p. (Incluye la fabricación de equipos de aire acondicionado, matafuegos, etc.)",Servicio de transporte automotor de cargas n.c.p. (Incluye servicios de transporte de carga refrigerada y transporte pesado),
,583,,#N/A,#N/A,INDUSTRIAS ARCAT SA,www.arcat.com.ar,"Fabricación de maquinaria y equipo de uso general n.c.p. (Incluye la fabricación de equipos de aire acondicionado, matafuegos, etc.)",Servicio de transporte automotor de cargas n.c.p. (Incluye servicios de transporte de carga refrigerada y transporte pesado),
,584,,#N/A,#N/A,CROMWELL Y CIA SACIFIA,www.cromwell.com.ar,Construcción y reparación de buques (Incluye construcción de estructuras flotantes),Fabricación y reparación de locomotoras y de material rodante para transporte ferroviario,
,585,,#N/A,#N/A,ESTABLECIMIENTOS METALURGICOS DEZA SRL,www.establecimientometdeza.com,"Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco",Fabricación de herramientas manuales y sus accesorios,
,586,,#N/A,#N/A,GIMETAL SRL,,Fabricación de maquinaria y equipo de uso agropecuario y forestal,,
,587,,#N/A,#N/A,LABADIE LABORATORIOS ARGENTINOS ELECTRONICA SACI,,"Fabricación de aparatos de uso doméstico n.c.p. (Incluye enceradoras, pulidoras, batidoras, licuadoras y similares)",,
,588,,#N/A,#N/A,FERVAING SA,www.fervaing.com.ar,"Fabricación de aparatos de uso doméstico n.c.p. (Incluye enceradoras, pulidoras, batidoras, licuadoras y similares)",Instalaciones para edificios y obras de ingeniería civil n.c.p. (Incluye instalación de puertas automáticas o giratorias),
,589,,#N/A,#N/A,REPMET SA,www.repmetsa.com.ar,"Industrias manufactureras n.c.p. (Incluye fabricación de paraguas, termos, pelucas, etc.)",,
,590,,#N/A,#N/A,AGROMEC SA,www.agromec.com.ar,Fabricación de maquinaria y equipo de uso agropecuario y forestal,Fabricación de implementos de uso agropecuario,
,591,,#N/A,#N/A,SOUTH JEANS SA,www.cevt.com.ar,Fabricación de productos textiles n.c.p.,Venta al por menor de prendas y accesorios de vestir n.c.p.,
,592,,#N/A,#N/A,HUBERT SRL,www.calse.com.ar,Fabricación de calzado deportivo,"Fabricación de calzado de cuero, excepto calzado deportivo y ortopédico",
,593,,#N/A,#N/A,HYDROTUB SA,www.movi.com.ar,"Fabricación de artículos de cemento, fibrocemento y yeso excepto hormigón y mosaicos",,
,594,,#N/A,#N/A,INDUSTRIAS BERG SA,www.rolux.com.ar,Fabricación de productos metálicos para uso estructural,,
,595,,#N/A,#N/A,I9000 SRL,www.mekano.com.ar,Fabricación de productos metálicos para uso estructural,"Actividades especializadas de construcción n.c.p. (Incluye el alquiler, montaje y desmantelamiento de andamios, la construcción de chimeneas y hornos industriales, el acorazamiento de cajas fuertes y cámaras frigoríficas, el armado e instalación de compuertas para diques, etc.)",
,596,,#N/A,#N/A,RE NEU SA,,Recauchutado y renovación de cubiertas,Venta al por menor de cámaras y cubiertas,
,597,,#N/A,#N/A,WK SRL,,Fabricación de autopartes de caucho excepto cámaras y cubiertas,Fabricación de productos de caucho n.c.p.,
,598,,#N/A,#N/A,MOVIBLOCK DE ARGENTINA SA,,Fabricación de productos metálicos para uso estructural,"Construcción, reforma y reparación de edificios residenciales (Incluye la construcción, reforma y reparación de viviendas unifamiliares y multifamiliares bungalows, cabañas, casas de campo, departamentos, albergues para ancianos, niños, estudiantes, etc.)",
,599,,#N/A,#N/A,JARVIS ARGENTINA SAIC,www.jarvis.com.ar,"Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco","Fabricación de maquinaria y equipo de elevación y manipulación (Incluye la fabricación de ascensores, escaleras mecánicas, montacargas, etc.)",
,600,,#N/A,#N/A,GLASS BEADS SA,www.glassbeads.com.ar,Fabricación de productos de vidrio n.c.p.,,
,601,,#N/A,#N/A,HOFF Y CIA SRL,www.howest.com.ar,"Fabricación de motores, generadores y transformadores eléctricos","Servicios de financiación y actividades financieras n.c.p. (Incluye actividades de inversión en acciones, títulos, la actividad de corredores de bolsa, securitización, mutuales financieras, etc.) (No incluye actividades financieras relacionadas con el otorgamiento de créditos)",
,602,,#N/A,#N/A,BRATEC SC,www.bratec.com.ar,Fabricación de maquinaria y equipo de uso agropecuario y forestal,"Venta al por menor de flores, plantas, semillas, abonos, fertilizantes y otros productos de vivero",
,603,,#N/A,#N/A,INDUSTRIA METALURGICA T C F CORDOBA SA,www.industriascena.com.ar,Fabricación de maquinaria y equipo de uso agropecuario y forestal,,
,604,,#N/A,#N/A,ITAL VINIL SAN LUIS SAIC,,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",,
,605,,#N/A,#N/A,ABERTURAS NIVEL SRL,www.aberturasnivel.com.ar,Fabricación de carpintería metálica,"Venta al por menor de aberturas (Incluye puertas, ventanas, cortinas de enrollar de PVC, madera, aluminio, puertas corredizas, frentes de placarás, etc.)",
,606,,#N/A,#N/A,ATEXA SRL,www.argentina.com,Fabricación de productos metálicos de tornería y/o matricería,,
,607,,#N/A,#N/A,A-GROUP ABERTURAS SAS,www.a-group.com.ar,Fabricación de carpintería metálica,"Construcción, reforma y reparación de edificios residenciales (Incluye la construcción, reforma y reparación de viviendas unifamiliares y multifamiliares bungalows, cabañas, casas de campo, departamentos, albergues para ancianos, niños, estudiantes, etc.)",
,608,,#N/A,#N/A,PRECONS SRL,,Fabricación de premoldeadas para la construcción,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",
,609,,#N/A,#N/A,NORLIT SRL,www.norlit.com,Fabricación de premoldeadas para la construcción,Venta al por mayor de mercancías n.c.p.,
,610,,#N/A,#N/A,PRETAN ARGENTINA SA,www.pretan.com.ar,Fabricación de premoldeadas para la construcción,"Industrias manufactureras n.c.p. (Incluye fabricación de paraguas, termos, pelucas, etc.)",
,611,,#N/A,#N/A,SINERGIA SERVICIOS SRL,www.sinergiaservicios.com.ar,Tratamiento y revestimiento de metales y trabajos de metales en general,"Servicios de pulverización, desinfección y fumigación terrestre",
,612,,#N/A,#N/A,SEVENPLAST SA,www.sevenplast.com,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",,
,613,,#N/A,#N/A,PLACORD SA,,"Fabricación de acumuladores, pilas y baterías primarias",,
,614,,#N/A,#N/A,INDUSTRIAS ROJAS SRL,,Fabricación de bombas 2,Fabricación de compresores grifos y válvulas,
,615,,#N/A,#N/A,ARNUM AS SA,www.arnum.com.ar,Tratamiento y revestimiento de metales y trabajos de metales en general,"Forjado, prensado, estampado y laminado de metales pulvimetalurgia",
,616,,#N/A,#N/A,LIBECO FILM SA,www.libefilm.com.ar,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",,
,617,,#N/A,#N/A,FAMMIE FAMI SA,www.fami.com.ar,Fabricación de aparatos de distribución y control de la energía eléctrica,,
,618,,#N/A,#N/A,ESTAMPADOS RIOPLATENSE SA,www.e-rioplatense.com.ar,Acabado de productos textiles,Fabricación de ropa de cama y mantelería,
,619,,#N/A,#N/A,LEGAR SRL,www.legarsrl.com.ar,Fabricación de equipo de control de procesos industriales,Mantenimiento y reparación del motor n.c.p. mecánica integral (Incluye auxilio y servicios de grúa para automotores),
,620,,#N/A,#N/A,IMCO SA,www.imco.com.ar,Fabricación de equipo de control de procesos industriales,Servicios empresariales n.c.p.,
,621,,#N/A,#N/A,RUBEN COSTANTINI SA,www.costantini-sa.com,Fabricación de equipo de control de procesos industriales,Fabricación de carpintería metálica,
